sttime,sbytes,dbytes,spkts,dpkts,sload,dload,dur,sbytes_diff,sbytes_lag1,sbytes_lag2,sbytes_lag3
2024-08-28 12:19:00,0.0260734709702432,0.5912293363577001,0.3506493506493506,0.6774193548387096,2.3092041015037595e-06,0.0040386460685045,3.451373,-0.0043617330619366,0.0304352040321798,0.027333527188136,0.0010419695647959
2024-08-28 12:20:00,0.0148541242609285,0.0441969962539093,0.1948051948051948,0.2903225806451612,7.294188764097746e-07,0.0001640140107225,6.148679,-0.0112193467093147,0.0260734709702432,0.0304352040321798,0.027333527188136
2024-08-28 12:21:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,7.829007946428572e-06,0.0009294994152537,0.693392,0.0032470679461083,0.0148541242609285,0.0260734709702432,0.0304352040321798
2024-08-28 12:22:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002502453007518,0.0297103883406402,0.021693,0.0,0.0181011922070369,0.0148541242609285,0.0260734709702432
2024-08-28 12:23:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002979762100563,0.0401039237140561,0.000921,-0.0168895996898323,0.0181011922070369,0.0181011922070369,0.0148541242609285
2024-08-28 12:24:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,9.912737166353383e-06,0.0011768902951205,0.547636,0.0168895996898323,0.0012115925172046,0.0181011922070369,0.0181011922070369
2024-08-28 12:25:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002917175164473,0.0346341796401631,0.018609,0.0,0.0181011922070369,0.0012115925172046,0.0181011922070369
2024-08-28 12:26:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002606006226503,0.0309398236558305,0.020831,0.0,0.0181011922070369,0.0181011922070369,0.0012115925172046
2024-08-28 12:27:00,0.0121886207230784,0.0141595353472866,0.0909090909090909,0.1612903225806451,0.0009106801574248,0.0809931463500874,0.003802,-0.0059125714839585,0.0181011922070369,0.0181011922070369,0.0181011922070369
2024-08-28 12:29:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002676018855733,0.0317710490510426,0.020286,0.0059125714839585,0.0121886207230784,0.0181011922070369,0.0181011922070369
2024-08-28 12:30:00,0.027333527188136,0.5912293363577001,0.3766233766233766,0.6774193548387096,0.0002144374265977,0.3571780513049512,0.039025,0.0092323349810991,0.0181011922070369,0.0121886207230784,0.0181011922070369
2024-08-28 12:31:00,0.006324512939808,0.0053613774615939,0.0389610389610389,0.064516129032258,0.0003309575892857,0.0200685848734972,0.004839,-0.021009014248328,0.027333527188136,0.0181011922070369,0.0121886207230784
2024-08-28 12:32:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002997720277255,0.0355904521387853,0.018109,0.0117766792672288,0.006324512939808,0.027333527188136,0.0181011922070369
2024-08-28 12:33:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002401015772086,0.0323147095545635,0.001143,-0.0168895996898323,0.0181011922070369,0.006324512939808,0.027333527188136
2024-08-28 12:34:00,0.0010419695647959,0.0028181599477609,0.0129870129870129,0.032258064516129,0.000236530324859,0.0324410470735294,0.001049,-0.0001696229524086,0.0012115925172046,0.0181011922070369,0.006324512939808
2024-08-28 12:35:00,0.4505185615973636,0.0545073375262054,0.6623376623376623,0.6129032258064516,0.0002992227737312,0.0027943407810326,0.45877,0.4494765920325676,0.0010419695647959,0.0012115925172046,0.0181011922070369
2024-08-28 12:36:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002954002878289,0.0350714165250797,0.018377,-0.4324173693903266,0.4505185615973636,0.0010419695647959,0.0012115925172046
2024-08-28 12:38:00,0.0349907918968692,0.0642677939306457,0.6623376623376623,0.8709677419354839,1.264403195488722e-05,0.001780398784317,0.855704,0.0168895996898323,0.0181011922070369,0.4505185615973636,0.0010419695647959
2024-08-28 12:39:00,0.0010419695647959,0.0028181599477609,0.0129870129870129,0.032258064516129,0.0002312397938439,0.0317154314921364,0.001073,-0.0339488223320732,0.0349907918968692,0.0181011922070369,0.4505185615973636
2024-08-28 12:40:00,0.0123340118251429,0.0388356187923153,0.1428571428571428,0.1935483870967742,0.0008951386278195,0.2097820528330107,0.004099,0.011292042260347,0.0010419695647959,0.0349907918968692,0.0181011922070369
2024-08-28 12:41:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0003015538063909,0.0358019927491874,0.018002,0.0057671803818939,0.0123340118251429,0.0010419695647959,0.0349907918968692
2024-08-28 12:42:00,0.0260734709702432,0.5912293363577001,0.3506493506493506,0.6774193548387096,0.0001782422756109,0.3117339989508597,0.044714,0.0079722787632063,0.0181011922070369,0.0123340118251429,0.0010419695647959
2024-08-28 12:43:00,0.0121886207230784,0.0141595353472866,0.0909090909090909,0.1612903225806451,0.0008634429628759,0.0767920136998296,0.00401,-0.0138848502471648,0.0260734709702432,0.0181011922070369,0.0123340118251429
2024-08-28 12:44:00,0.006324512939808,0.00522390624463,0.0389610389610389,0.064516129032258,0.0003553369654605,0.0209944142670211,0.004507,-0.0058641077832703,0.0121886207230784,0.0260734709702432,0.0181011922070369
2024-08-28 12:45:00,0.0123340118251429,0.0388356187923153,0.1428571428571428,0.1935483870967742,0.0008721589520676,0.2043966234740155,0.004207,0.0060094988853348,0.006324512939808,0.0121886207230784,0.0260734709702432
2024-08-28 12:46:00,0.0033197634971406,0.0319964257483589,0.0649350649350649,0.1290322580645161,2.1649544393796995e-05,0.014590266671702,0.046364,-0.0090142483280023,0.0123340118251429,0.006324512939808,0.0121886207230784
2024-08-28 12:47:00,0.0010419695647959,0.0028181599477609,0.0129870129870129,0.032258064516129,0.0002399616130169,0.0329116629236401,0.001034,-0.0022777939323446,0.0033197634971406,0.0123340118251429,0.006324512939808
2024-08-28 12:48:00,0.0316952602500726,0.3980135409148709,0.5324675324675325,0.6774193548387096,0.0007403149083646,0.7109975983486001,0.013198,0.0306532906852767,0.0010419695647959,0.0033197634971406,0.0123340118251429
2024-08-28 12:49:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0003046165413533,0.0361656143446691,0.017821,-0.0135940680430357,0.0316952602500726,0.0010419695647959,0.0033197634971406
2024-08-28 12:50:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002981584821428,0.0353988805469971,0.018207,0.0,0.0181011922070369,0.0316952602500726,0.0010419695647959
2024-08-28 12:51:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.000412662212171,0.048993343582648,0.013155,0.0,0.0181011922070369,0.0181011922070369,0.0316952602500726
2024-08-28 12:52:00,0.0057429485315498,0.00522390624463,0.0389610389610389,0.064516129032258,0.0008859005521616,0.0571733072445459,0.001655,-0.012358243675487,0.0181011922070369,0.0181011922070369,0.0181011922070369
2024-08-28 12:54:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0003057316729323,0.036298008386897,0.017756,0.012358243675487,0.0057429485315498,0.0181011922070369,0.0181011922070369
2024-08-28 12:55:00,0.0289812930115343,0.3180396604460941,0.4805194805194805,0.6451612903225806,0.0002084895441729,0.1749535035391883,0.042807,0.0108801008044974,0.0181011922070369,0.0057429485315498,0.0181011922070369
2024-08-28 12:56:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0003009019031954,0.0357245969960889,0.018041,-0.0108801008044974,0.0289812930115343,0.0181011922070369,0.0057429485315498
2024-08-28 12:57:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0003039513921522,0.0360866461002526,0.01786,0.0,0.0181011922070369,0.0289812930115343,0.0181011922070369
2024-08-28 12:58:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002988643092105,0.0354826829863728,0.018164,0.0,0.0181011922070369,0.0181011922070369,0.0289812930115343
2024-08-28 12:59:00,0.0123340118251429,0.0388356187923153,0.1428571428571428,0.1935483870967742,0.0007716452067669,0.1808405089948838,0.004755,-0.0057671803818939,0.0181011922070369,0.0181011922070369,0.0181011922070369
2024-08-28 13:00:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002895855850563,0.0343810668984624,0.018746,0.0057671803818939,0.0123340118251429,0.0181011922070369,0.0181011922070369
2024-08-28 13:01:00,0.0349907918968692,0.0642677939306457,0.6623376623376623,0.8709677419354839,1.2083117034774436e-05,0.0017014167605968,0.895427,0.0168895996898323,0.0181011922070369,0.0123340118251429,0.0181011922070369
2024-08-28 13:02:00,0.4505185615973636,0.0580815891672681,0.6623376623376623,0.6774193548387096,0.0039545540413533,0.0394528409788877,0.034713,0.4155277697004943,0.0349907918968692,0.0181011922070369,0.0123340118251429
2024-08-28 13:05:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002685284598214,0.0361406198383377,0.001022,-0.449306969080159,0.4505185615973636,0.0349907918968692,0.0181011922070369
2024-08-28 13:06:00,0.0304352040321798,0.3980135409148709,0.5064935064935066,0.6774193548387096,0.0006321403900375,0.6324131325967218,0.014838,0.0292236115149752,0.0012115925172046,0.4505185615973636,0.0349907918968692
2024-08-28 13:07:00,0.027333527188136,0.5912293363577001,0.3766233766233766,0.6774193548387096,0.0002414083646616,0.4021022542405519,0.034665,-0.0031016768440438,0.0304352040321798,0.0012115925172046,0.4505185615973636
2024-08-28 13:08:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,1.7300564642857146e-05,0.0020540106525295,0.31378,-0.0092323349810991,0.027333527188136,0.0304352040321798,0.0012115925172046
2024-08-28 13:11:00,0.0304352040321798,0.3980135409148709,0.5064935064935066,0.6774193548387096,0.0004472060032894,0.4473989787482694,0.020974,0.0123340118251429,0.0181011922070369,0.027333527188136,0.0304352040321798
2024-08-28 13:12:00,0.0227052437724144,0.074096985943568,0.2727272727272727,0.3870967741935484,0.0011934494830827,0.2970606382740314,0.005774,-0.0077299602597654,0.0304352040321798,0.0181011922070369,0.027333527188136
2024-08-28 13:13:00,0.0289812930115343,0.3310650582534282,0.4805194805194805,0.6451612903225806,0.0002419303923872,0.2113289692819365,0.03689,0.0062760492391199,0.0227052437724144,0.0304352040321798,0.0181011922070369
2024-08-28 13:14:00,0.0010177377144518,0.0027837921435199,0.0129870129870129,0.032258064516129,0.0002370134663063,0.0326048974266182,0.001031,-0.0279635552970824,0.0289812930115343,0.0227052437724144,0.0304352040321798
2024-08-28 13:15:00,0.0010419695647959,0.0028181599477609,0.0129870129870129,0.032258064516129,0.0002268010162124,0.0311066341832974,0.001094,2.4231850344092008e-05,0.0010177377144518,0.0289812930115343,0.0227052437724144
2024-08-28 13:16:00,0.035475428903751,0.5242121180877753,0.6103896103896104,0.8064516129032258,0.0006439945958646,0.7296136130100034,0.017005,0.0344334593389551,0.0010419695647959,0.0010177377144518,0.0289812930115343
2024-08-28 13:17:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,4.7551475140977445e-05,0.0056455514408663,0.114162,-0.0173742366967141,0.035475428903751,0.0010419695647959,0.0010177377144518
2024-08-28 13:18:00,0.0121886207230784,0.0141595353472866,0.0909090909090909,0.1612903225806451,0.0008688597861842,0.0772737666791722,0.003985,-0.0059125714839585,0.0181011922070369,0.035475428903751,0.0010419695647959
2024-08-28 13:19:00,0.0058398759329262,0.00522390624463,0.0389610389610389,0.064516129032258,8.629271174812031e-05,0.0054846876047895,0.017252,-0.0063487447901521,0.0121886207230784,0.0181011922070369,0.035475428903751
2024-08-28 13:20:00,0.0185858292139187,0.1747259167611781,0.1428571428571428,0.2903225806451612,5.414593919172932e-06,0.0039617565120983,1.006053,0.0127459532809925,0.0058398759329262,0.0121886207230784,0.0181011922070369
2024-08-28 13:21:00,0.0033197634971406,0.0319964257483589,0.0649350649350649,0.1290322580645161,2.078348948778196e-05,0.0140066065282006,0.048296,-0.0152660657167781,0.0185858292139187,0.0058398759329262,0.0121886207230784
2024-08-28 13:22:00,0.0057429485315498,0.00522390624463,0.0389610389610389,0.064516129032258,0.0008435934562969,0.0544429370719192,0.001738,0.0024231850344092,0.0033197634971406,0.0185858292139187,0.0058398759329262
2024-08-28 13:23:00,0.006324512939808,0.0053613774615939,0.0389610389610389,0.064516129032258,0.0003476994537124,0.0210837755416684,0.004606,0.0005815644082582,0.0057429485315498,0.0033197634971406,0.0185858292139187
2024-08-28 13:24:00,0.0010419695647959,0.0028181599477609,0.0129870129870129,0.032258064516129,0.0002418326480263,0.0331682805377424,0.001026,-0.0052825433750121,0.006324512939808,0.0057429485315498,0.0033197634971406
2024-08-28 13:25:00,0.4522390229717941,0.0580815891672681,0.6623376623376623,0.6774193548387096,0.0053575812969924,0.0532475291978891,0.02572,0.4511970534069981,0.0010419695647959,0.006324512939808,0.0057429485315498
2024-08-28 13:26:00,0.0198458854318115,0.1747259167611781,0.1688311688311688,0.2903225806451612,5.479800117481203e-06,0.0037146528753623,1.072977,-0.4323931375399825,0.4522390229717941,0.0010419695647959,0.006324512939808
2024-08-28 13:27:00,0.0025685761364737,0.0014778155823624,0.0649350649350649,0.032258064516129,7.253162354323309e-06,0.0001601384199586,0.111437,-0.0172773092953377,0.0198458854318115,0.4522390229717941,0.0010419695647959
2024-08-28 13:28:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002981912300281,0.0354027712471654,0.018205,0.0155326160705631,0.0025685761364737,0.0198458854318115,0.4522390229717941
2024-08-28 13:29:00,0.0059368033343026,0.00522390624463,0.0389610389610389,0.064516129032258,0.0009065855850563,0.05676174249624,0.001667,-0.0121643888727343,0.0181011922070369,0.0025685761364737,0.0198458854318115
2024-08-28 13:31:00,0.0198458854318115,0.1747259167611781,0.1688311688311688,0.2903225806451612,5.846142302631579e-06,0.0039629893774547,1.00574,0.0139090820975089,0.0059368033343026,0.0181011922070369,0.0025685761364737
2024-08-28 13:32:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002897952302631,0.0390028652931699,0.000947,-0.0186342929146069,0.0198458854318115,0.0059368033343026,0.0181011922070369
2024-08-28 13:33:00,0.0010419695647959,0.0028181599477609,0.0129870129870129,0.032258064516129,0.0002394983699718,0.0328481245476412,0.001036,-0.0001696229524086,0.0012115925172046,0.0198458854318115,0.0059368033343026
2024-08-28 13:34:00,0.0148541242609285,0.0441969962539093,0.1948051948051948,0.2903225806451612,1.8599769074248123e-05,0.004182264780718,0.24113,0.0138121546961325,0.0010419695647959,0.0012115925172046,0.0198458854318115
2024-08-28 13:35:00,0.0289812930115343,0.3310650582534282,0.4805194805194805,0.6451612903225806,0.0001688067287593,0.1474546183544766,0.05287,0.0141271687506057,0.0148541242609285,0.0010419695647959,0.0012115925172046
2024-08-28 13:37:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002378128965225,0.0320066828222371,0.001154,-0.0277697004943297,0.0289812930115343,0.0148541242609285,0.0010419695647959
2024-08-28 13:38:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002361756343984,0.0317863297759537,0.001162,0.0,0.0012115925172046,0.0289812930115343,0.0148541242609285
2024-08-28 13:39:00,0.035475428903751,0.5242121180877753,0.6103896103896104,0.8064516129032258,0.0006899217575187,0.7816467995411671,0.015873,0.0342638363865464,0.0012115925172046,0.0012115925172046,0.0289812930115343
2024-08-28 13:40:00,0.0349907918968692,0.0643021617348867,0.6623376623376623,0.8709677419354839,3.4959147749060155e-06,0.0004925259126856,3.094912,-0.0004846370068818,0.035475428903751,0.0012115925172046,0.0012115925172046
2024-08-28 13:41:00,0.0172530774449937,0.0296937828642128,0.2727272727272727,0.2258064516129032,0.0011747597509398,0.1482501368488939,0.004493,-0.0177377144518755,0.0349907918968692,0.035475428903751,0.0012115925172046
2024-08-28 13:42:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.000274161918468,0.0368988135491402,0.001001,-0.016041484927789,0.0172530774449937,0.0349907918968692,0.035475428903751
2024-08-28 13:43:00,0.0172530774449937,0.0296937828642128,0.2727272727272727,0.2258064516129032,1.941490873120301e-05,0.0024500863616122,0.271863,0.016041484927789,0.0012115925172046,0.0172530774449937,0.0349907918968692
2024-08-28 13:44:00,0.006324512939808,0.0053613774615939,0.0389610389610389,0.064516129032258,0.0003519015213815,0.021338579119411,0.004551,-0.0109285645051856,0.0172530774449937,0.0012115925172046,0.0172530774449937
2024-08-28 13:45:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002455367275845,0.0291513628137045,0.022109,0.0117766792672288,0.006324512939808,0.0172530774449937,0.0012115925172046
2024-08-28 13:46:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002803228677161,0.0377280028112643,0.000979,-0.0168895996898323,0.0181011922070369,0.006324512939808,0.0172530774449937
2024-08-28 13:47:00,0.0045798197150334,0.1516307523112348,0.0909090909090909,0.1935483870967742,6.270114525375941e-06,0.0150915736616406,0.222442,0.0033682271978288,0.0012115925172046,0.0181011922070369,0.006324512939808
2024-08-28 13:48:00,0.0172530774449937,0.0314809086847441,0.2727272727272727,0.2580645161290322,0.000230902299718,0.0311905079521761,0.022859,0.0126732577299602,0.0045798197150334,0.0012115925172046,0.0181011922070369
2024-08-28 13:49:00,0.0198458854318115,0.1747259167611781,0.1688311688311688,0.2903225806451612,5.724178914473684e-06,0.0038803128096997,1.027169,0.0025928079868178,0.0172530774449937,0.0045798197150334,0.0012115925172046
2024-08-28 13:50:00,0.0304352040321798,0.3980135409148709,0.5064935064935066,0.6774193548387096,0.0007231842105263,0.7234962910733436,0.01297,0.0105893186003683,0.0198458854318115,0.0172530774449937,0.0045798197150334
2024-08-28 13:51:00,0.4520694000193855,0.0580815891672681,0.6623376623376623,0.6774193548387096,0.0036116405075187,0.0359088184068091,0.038139,0.4216341959872056,0.0304352040321798,0.0198458854318115,0.0172530774449937
2024-08-28 13:52:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002806094924812,0.0377665791034332,0.000978,-0.4508578075021809,0.4520694000193855,0.0304352040321798,0.0198458854318115
2024-08-28 13:53:00,0.0349907918968692,0.0642677939306457,0.6623376623376623,0.8709677419354839,1.3907166672932332e-06,0.0001958260065396,7.779837,0.0337791993796646,0.0012115925172046,0.4520694000193855,0.0304352040321798
2024-08-28 13:54:00,0.0010177377144518,0.0027837921435199,0.0129870129870129,0.032258064516129,0.0001022002907894,0.014059242835509,0.002391,-0.0339730541824173,0.0349907918968692,0.0012115925172046,0.4520694000193855
2024-08-28 13:55:00,0.006324512939808,0.0053613774615939,0.0389610389610389,0.064516129032258,0.0003439655780075,0.0208573611113416,0.004656,0.0053067752253562,0.0010177377144518,0.0349907918968692,0.0012115925172046
2024-08-28 13:56:00,0.0349907918968692,0.0643021617348867,0.6623376623376623,0.8709677419354839,4.826322396616541e-06,0.0006799619131579,2.241779,0.0286662789570611,0.006324512939808,0.0010177377144518,0.0349907918968692
2024-08-28 13:57:00,0.006324512939808,0.0053613774615939,0.0389610389610389,0.064516129032258,0.0003462710878759,0.0209971620714212,0.004625,-0.0286662789570611,0.0349907918968692,0.006324512939808,0.0010177377144518
2024-08-28 13:58:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002467950540413,0.0332155719982885,0.001112,-0.0051129204226034,0.006324512939808,0.0349907918968692,0.006324512939808
2024-08-28 13:59:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0003026128406954,0.0359277272096271,0.017939,0.0168895996898323,0.0012115925172046,0.006324512939808,0.0349907918968692
2024-08-28 14:00:00,0.0181011922070369,0.0282503350860913,0.1948051948051948,0.2903225806451612,0.0002965298108552,0.0352055192331315,0.018307,0.0,0.0181011922070369,0.0012115925172046,0.006324512939808
2024-08-28 14:01:00,0.0349907918968692,0.0642677939306457,0.6623376623376623,0.8709677419354839,9.52732080357143e-06,0.0013415365189417,1.135634,0.0168895996898323,0.0181011922070369,0.0181011922070369,0.0012115925172046
2024-08-28 14:03:00,0.0446108364834738,0.0940646802075815,0.4025974025974026,0.3870967741935484,0.0022162474154135,0.3553341188051753,0.006127,0.0096200445866046,0.0349907918968692,0.0181011922070369,0.0181011922070369
2024-08-28 14:04:00,0.0558544150431326,0.05292641853112,0.3506493506493506,0.4838709677419355,4.358784656954888e-05,0.0031914047684213,0.387257,0.0112435785596588,0.0446108364834738,0.0349907918968692,0.0181011922070369
2024-08-28 14:05:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002606230615601,0.0350766527590563,0.001053,-0.054642822525928,0.0558544150431326,0.0446108364834738,0.0349907918968692
2024-08-28 14:06:00,0.0198458854318115,0.1747259167611781,0.1688311688311688,0.2903225806451612,5.609152885338347e-06,0.0038023387201028,1.048233,0.0186342929146069,0.0012115925172046,0.0558544150431326,0.0446108364834738
2024-08-28 14:07:00,0.0198458854318115,0.1747259167611781,0.1688311688311688,0.2903225806451612,5.113311080827069e-06,0.0034662170794889,1.149881,0.0,0.0198458854318115,0.0012115925172046,0.0558544150431326
2024-08-28 14:08:00,0.0606038577105747,0.0511392927105887,0.3506493506493506,0.4516129032258064,4.6455801367481205e-05,0.0030234961312952,0.393939,0.0407579722787632,0.0198458854318115,0.0198458854318115,0.0012115925172046
2024-08-28 14:11:00,0.4509789667539013,0.0580815891672681,0.6623376623376623,0.6774193548387096,0.0002759790002349,0.002750533726249,0.497913,0.3903751090433265,0.0606038577105747,0.0198458854318115,0.0198458854318115
2024-08-28 14:12:00,0.0058398759329262,0.00522390624463,0.0389610389610389,0.064516129032258,0.0005628438087406,0.0357738500179698,0.002645,-0.4451390908209751,0.4509789667539013,0.0606038577105747,0.0198458854318115
2024-08-28 14:13:00,0.0121886207230784,0.0141595353472866,0.0909090909090909,0.1612903225806451,0.0008767804276315,0.0779782103671492,0.003949,0.0063487447901521,0.0058398759329262,0.4509789667539013,0.0606038577105747
2024-08-28 14:14:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002928880404135,0.0394191183351787,0.000937,-0.0109770282058738,0.0121886207230784,0.0058398759329262,0.4509789667539013
2024-08-28 14:16:00,0.035475428903751,0.5242121180877753,0.6103896103896104,0.8064516129032258,0.0005783537359022,0.6552457843485536,0.018935,0.0342638363865464,0.0012115925172046,0.0121886207230784,0.0058398759329262
2024-08-28 14:17:00,0.0172530774449937,0.0296937828642128,0.2727272727272727,0.2258064516129032,4.094258840695489e-05,0.0051667963264112,0.128917,-0.0182223514587573,0.035475428903751,0.0012115925172046,0.0121886207230784
2024-08-28 14:18:00,0.0010177377144518,0.0027837921435199,0.0129870129870129,0.032258064516129,0.0001725712670582,0.0237398657635815,0.001416,-0.0162353397305418,0.0172530774449937,0.035475428903751,0.0012115925172046
2024-08-28 14:19:00,0.0172530774449937,0.0296937828642128,0.2727272727272727,0.2258064516129032,0.0002398198719454,0.0302643397461063,0.022009,0.0162353397305418,0.0010177377144518,0.0172530774449937,0.035475428903751
2024-08-28 14:20:00,0.0045798197150334,0.1516307523112348,0.0909090909090909,0.1935483870967742,6.241913529135339e-06,0.015023697154954,0.223447,-0.0126732577299602,0.0172530774449937,0.0010177377144518,0.0172530774449937
2024-08-28 14:23:00,0.0446108364834738,0.0940646802075815,0.4025974025974026,0.3870967741935484,0.0022883294172932,0.366891132399178,0.005934,0.0400310167684404,0.0045798197150334,0.0172530774449937,0.0010177377144518
2024-08-28 14:24:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002606230615601,0.0350766527590563,0.001053,-0.0433992439662692,0.0446108364834738,0.0045798197150334,0.0172530774449937
2024-08-28 14:25:00,0.006324512939808,0.0053613774615939,0.0389610389610389,0.064516129032258,0.0003353934739191,0.0203375668111032,0.004775,0.0051129204226034,0.0012115925172046,0.0446108364834738,0.0045798197150334
2024-08-28 14:26:00,0.0012115925172046,0.0030587345774478,0.0129870129870129,0.032258064516129,0.0002527035949248,0.0340107857211926,0.001086,-0.0051129204226034,0.006324512939808,0.0012115925172046,0.0446108364834738
2024-08-28 14:28:00,0.0058398759329262,0.1516307523112348,0.1168831168831169,0.1935483870967742,0.0005130371828007,0.9624426043911168,0.003488,0.0046282834157216,0.0012115925172046,0.006324512939808,0.0012115925172046
2024-08-28 14:29:00,0.0543035766211107,0.0439907894284634,0.2207792207792208,0.3225806451612903,0.000761025493421,0.0477707040237517,0.021128,0.0484637006881845,0.0058398759329262,0.0012115925172046,0.006324512939808
